comparison_id	cell_id	source_kind	scaffold_jump	min_aln_length	scoring	num_mappings	scaffold_mass	overlap	source_paf	source_paf_sha256	filtered_paf	filtered_paf_sha256	paf_path	command
PAN027pat_vs_PAN011_joint	j10k.ldefault.log_length_ani.1to1.m10k	filtered	10k	default	log-length-ani	1:1	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.ldefault.log_length_ani.1to1.m10k.paf.gz	d1cbf2b756c1e8f1defe0b544590c4d81a8a2ab6c3c823d4b1786bd65b17f003	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.ldefault.log_length_ani.1to1.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.ldefault.log_length_ani.4tomany.m10k	filtered	10k	default	log-length-ani	4:many	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.ldefault.log_length_ani.4tomany.m10k.paf.gz	3f66afcc38f2aff60a7b44ecba3498ca7cd8fa4355515363b7219b3f9b793fbc	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.ldefault.log_length_ani.4tomany.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.l1000.ani.1to1.m10k	filtered	10k	1000	ani	1:1	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l1000.ani.1to1.m10k.paf.gz	100e7abaa89df3b136810d3ecbcf2d15088c98250cfe60eb8bb11396eb3e382e	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l1000.ani.1to1.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.l1000.ani.4tomany.m10k	filtered	10k	1000	ani	4:many	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l1000.ani.4tomany.m10k.paf.gz	3f2ce91b864367764ddc0f3db2f545b8e71ea52cf4ae57a175fe304ca5560b0a	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l1000.ani.4tomany.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.l1000.log_length_ani.1to1.m10k	filtered	10k	1000	log-length-ani	1:1	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l1000.log_length_ani.1to1.m10k.paf.gz	8be41009ffff6c12ef72ae8b3075450b70ae2bd34d1d02c31c11f5dcba877ea3	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l1000.log_length_ani.1to1.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.l1000.log_length_ani.4tomany.m10k	filtered	10k	1000	log-length-ani	4:many	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l1000.log_length_ani.4tomany.m10k.paf.gz	38d749dfe0a56123bc870236ca4529ac1b729034a9fe779031d5f0948ae2514c	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l1000.log_length_ani.4tomany.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.l5000.ani.1to1.m10k	filtered	10k	5000	ani	1:1	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l5000.ani.1to1.m10k.paf.gz	503f534fe408aa752dbcd9baab498dc077da46bd83b02eb805930174d1afa8ec	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l5000.ani.1to1.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.l5000.ani.4tomany.m10k	filtered	10k	5000	ani	4:many	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l5000.ani.4tomany.m10k.paf.gz	017984929452971c80066a4e12f3ae4db4490581d48c612e7e0506dabab0022b	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l5000.ani.4tomany.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.l5000.log_length_ani.1to1.m10k	filtered	10k	5000	log-length-ani	1:1	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l5000.log_length_ani.1to1.m10k.paf.gz	9e987ccdd7a3fb54b4f74a33d7d8e1bba37f5929d5384e1241773363a563d24f	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l5000.log_length_ani.1to1.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.l5000.log_length_ani.4tomany.m10k	filtered	10k	5000	log-length-ani	4:many	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l5000.log_length_ani.4tomany.m10k.paf.gz	529559d0ffca5ba5faf258fad1b6002b814a35359fb7c3fad1cbbc90d2c007a4	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l5000.log_length_ani.4tomany.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.l10000.ani.1to1.m10k	filtered	10k	10000	ani	1:1	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l10000.ani.1to1.m10k.paf.gz	25965cef6e18bfd5309154d58e216ad0632c68cc875bc9c4f9ae0758df8417cc	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l10000.ani.1to1.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring ani --min-aln-length 10000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.l10000.ani.4tomany.m10k	filtered	10k	10000	ani	4:many	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l10000.ani.4tomany.m10k.paf.gz	bd38abe3754a91b838b849fe8ca13441590e54083840fa7424abc17cabd9c083	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l10000.ani.4tomany.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring ani --min-aln-length 10000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.l10000.log_length_ani.1to1.m10k	filtered	10k	10000	log-length-ani	1:1	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l10000.log_length_ani.1to1.m10k.paf.gz	1e0392123599707eba59c8048ef21372166f06d18c9a5e4a6782fd253acf5f95	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l10000.log_length_ani.1to1.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 10000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j10k.l10000.log_length_ani.4tomany.m10k	filtered	10k	10000	log-length-ani	4:many	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l10000.log_length_ani.4tomany.m10k.paf.gz	5f4d08de5503c35bff5d6e186609bcf0dbaa8cf681622202664a1f8eb9cd226b	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j10k.l10000.log_length_ani.4tomany.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 10k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 10000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j20k.ldefault.ani.1to1.m10k	filtered	20k	default	ani	1:1	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.ldefault.ani.1to1.m10k.paf.gz	cc5b6b49ab1d6eac2876e9ae4d313337e840ff0a623e6bf85ddf80e609ef814d	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.ldefault.ani.1to1.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 20k --scaffold-mass 10k --scoring ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j20k.ldefault.ani.4tomany.m10k	filtered	20k	default	ani	4:many	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.ldefault.ani.4tomany.m10k.paf.gz	bab4f8981210d70eed2582d658144963138f6128fdbc3a80f482ff6d071d7550	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.ldefault.ani.4tomany.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 20k --scaffold-mass 10k --scoring ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j20k.ldefault.log_length_ani.1to1.m10k	filtered	20k	default	log-length-ani	1:1	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.ldefault.log_length_ani.1to1.m10k.paf.gz	a37f78e38902e308aeccf1a4996c864c391fb0cfcfb6fca05b16a3a951842608	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.ldefault.log_length_ani.1to1.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 20k --scaffold-mass 10k --scoring log-length-ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j20k.ldefault.log_length_ani.4tomany.m10k	filtered	20k	default	log-length-ani	4:many	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.ldefault.log_length_ani.4tomany.m10k.paf.gz	5572ff6b731cccaff0a16bfd7c89a11f672c86e6425bd3e5529e4bcf55d4e36f	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.ldefault.log_length_ani.4tomany.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 20k --scaffold-mass 10k --scoring log-length-ani --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j20k.l1000.ani.1to1.m10k	filtered	20k	1000	ani	1:1	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.l1000.ani.1to1.m10k.paf.gz	edfd69621788f94a5692fa309efe20389fbe013b6a4e1f74085b8ddbe2d8d943	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.l1000.ani.1to1.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 20k --scaffold-mass 10k --scoring ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j20k.l1000.ani.4tomany.m10k	filtered	20k	1000	ani	4:many	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.l1000.ani.4tomany.m10k.paf.gz	fc9abc38bf3c8ca49ce07a17c61f39b1d3c43157ae49c8de101757959cd1871e	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.l1000.ani.4tomany.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 20k --scaffold-mass 10k --scoring ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j20k.l1000.log_length_ani.1to1.m10k	filtered	20k	1000	log-length-ani	1:1	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.l1000.log_length_ani.1to1.m10k.paf.gz	7937ca6459c3307f2467c25b3bbf83046113d47f3f489555b2f77aedce861b3f	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.l1000.log_length_ani.1to1.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 20k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j20k.l1000.log_length_ani.4tomany.m10k	filtered	20k	1000	log-length-ani	4:many	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.l1000.log_length_ani.4tomany.m10k.paf.gz	a5348e3645b766f40a1600dd793b6a498356643fcd01ae65114d0eb1567ab37d	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.l1000.log_length_ani.4tomany.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 4:many --scaffold-jump 20k --scaffold-mass 10k --scoring log-length-ani --min-aln-length 1000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
PAN027pat_vs_PAN011_joint	j20k.l5000.ani.1to1.m10k	filtered	20k	5000	ani	1:1	10k	default	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN027pat_vs_PAN011_joint.sweepga_frequency16_many_many_j0.paf.gz	04d42a5de5f3b23f59ab58071635449656ef19e2ff7eb0ecbe3202ad20f1fbce	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.l5000.ani.1to1.m10k.paf.gz	eb1fc96c4ee9675203907f79db7815e7b4760eaf33e0f6108f91d3a383b067eb	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_fasta_sweepga_f16_scaffold_jump_sensitivity/filtered_paf/PAN027pat_vs_PAN011_joint.j20k.l5000.ani.1to1.m10k.paf.gz	/home/erikg/.cargo/bin/sweepga --num-mappings 1:1 --scaffold-jump 20k --scaffold-mass 10k --scoring ani --min-aln-length 5000 --threads ${THREADS} --output-file ${WORK}/filtered.paf ${WORK}/input.paf
